id,locus_1,locus_2,locus_3,locus_4,locus_5,locus_6,locus_7,locus_8,locus_9,locus_10,locus_11,locus_12,locus_13,locus_14,locus_15
sample_1151,127,242,109,366,428,107,210,159,112,82,125,242,213,270,122
sample_1152,121,233,109,372,422,104,215,168,106,82,125,239,209,261,124
sample_1153,119,239,105,372,424,110,210,172,106,86,123,236,209,268,124
sample_1154,121,239,109,370,424,101,215,172,100,80,129,239,209,261,124
sample_1155,127,236,105,370,428,107,210,164,109,82,129,245,209,262,122
sample_1156,125,236,113,368,424,104,210,172,109,86,125,242,209,268,124
sample_1157,127,245,109,372,428,101,210,164,106,82,127,245,209,262,122
sample_1158,121,233,105,361,422,110,210,172,103,84,121,245,201,270,124
sample_1159,125,239,109,370,424,107,215,172,106,78,125,239,209,261,122
sample_1160,125,239,113,372,422,101,215,164,97,78,127,239,209,264,124
sample_1161,129,242,109,364,424,98,210,164,106,82,127,236,213,272,124
sample_1162,123,239,109,372,424,104,215,164,106,86,125,233,213,268,124
sample_1163,125,239,105,372,424,101,215,172,97,82,123,233,205,261,122
sample_1164,119,233,105,361,422,107,210,176,97,84,119,242,201,270,124
sample_1165,121,236,105,372,424,107,215,159,103,86,123,239,209,268,124
sample_1166,119,233,105,361,422,110,210,172,103,82,119,245,205,270,124
sample_1167,123,236,105,372,424,104,215,172,97,84,121,236,209,268,122
sample_1168,129,239,105,370,426,104,215,168,100,82,125,239,213,261,124
sample_1169,127,236,101,364,428,110,215,172,106,82,129,245,213,272,122
sample_1170,121,233,109,361,422,110,210,176,97,84,119,245,201,270,124
sample_1171,125,239,105,370,424,101,210,164,106,78,125,239,209,262,124
sample_1172,125,245,109,372,428,98,215,159,112,82,125,245,213,264,122
sample_1173,127,239,105,372,422,98,215,168,100,78,127,239,205,262,124
sample_1174,121,236,105,372,424,98,210,172,106,86,125,233,209,268,122
sample_1175,125,236,105,372,424,98,210,172,112,86,123,233,213,268,124
sample_1176,119,236,105,372,424,107,215,176,112,86,125,233,209,268,124
sample_1177,125,239,101,372,426,104,210,172,109,82,129,242,213,272,122
sample_1178,129,242,109,364,428,110,210,168,112,82,125,245,209,272,122
sample_1179,125,233,105,372,428,104,215,168,100,80,127,239,213,261,124
sample_1180,125,239,105,372,422,101,215,168,100,80,125,239,205,261,122
sample_1181,125,239,109,372,426,104,215,176,106,82,127,239,209,261,124
sample_1182,129,245,105,366,428,107,210,164,109,82,125,236,209,272,122
sample_1183,119,239,105,372,424,104,215,172,100,84,125,236,213,268,124
sample_1184,119,233,109,368,424,104,215,164,100,86,121,236,209,268,124
sample_1185,127,245,105,372,424,107,210,172,109,82,125,236,213,272,122
sample_1186,127,242,105,364,428,107,215,164,109,84,127,242,213,262,122
sample_1187,125,236,105,372,428,101,215,164,100,82,123,239,209,261,124
sample_1188,129,239,105,372,424,107,210,172,112,86,123,233,209,268,122
sample_1189,127,245,109,364,428,107,210,164,103,82,125,242,213,272,122
sample_1190,125,242,109,372,424,107,210,164,100,86,123,239,209,268,124
sample_1191,121,236,105,362,422,110,210,176,97,82,119,245,201,270,124
sample_1192,127,245,101,364,428,104,210,164,103,82,127,245,213,272,122
sample_1193,127,239,105,368,428,98,210,164,106,82,125,233,213,262,122
sample_1194,127,239,105,370,428,101,215,176,100,78,129,239,205,261,124
sample_1195,129,239,113,372,424,101,215,168,100,78,127,245,213,262,124
sample_1196,119,236,105,372,424,104,210,164,103,84,125,236,209,270,124
sample_1197,121,236,105,372,424,107,210,164,100,86,123,242,209,268,122
sample_1198,125,239,109,372,428,104,215,168,106,78,127,239,209,261,124
sample_1199,125,236,101,370,428,107,215,164,106,84,127,236,209,272,122
sample_1200,125,245,101,366,428,104,210,164,103,82,129,245,209,268,122
sample_1201,121,236,105,361,422,110,210,176,97,82,119,245,201,272,124
sample_1202,129,239,105,372,422,107,215,172,103,82,129,236,209,264,122
sample_1203,125,239,105,370,428,101,215,176,100,82,129,239,205,262,124
sample_1204,123,236,105,372,424,110,210,172,112,82,119,236,209,268,124
sample_1205,127,239,105,370,428,101,215,168,97,78,129,239,205,264,124
sample_1206,125,242,105,370,428,107,215,164,97,82,127,242,213,272,124
sample_1207,127,245,105,370,428,110,210,164,109,82,127,245,209,272,122
sample_1208,125,239,109,372,424,107,215,176,103,82,121,236,209,268,122
sample_1209,127,242,109,372,426,104,210,159,106,80,129,239,213,272,122
sample_1210,121,239,109,368,424,101,210,159,106,86,125,239,213,268,122
sample_1211,125,236,105,362,426,107,215,164,103,82,127,239,213,272,122
sample_1212,125,233,109,372,422,101,215,164,106,86,125,236,209,268,124
sample_1213,119,233,105,362,422,110,210,176,103,82,119,245,201,270,124
sample_1214,127,239,105,372,424,107,210,172,109,86,119,239,209,266,122
sample_1215,121,239,113,368,424,101,215,159,97,80,125,233,205,264,124
sample_1216,125,245,105,372,428,98,210,164,109,80,127,245,213,272,122
sample_1217,129,233,105,372,424,104,215,159,106,80,129,239,209,268,122
sample_1218,123,242,109,372,424,107,210,176,112,86,125,233,209,270,124
sample_1219,127,242,105,368,428,107,210,164,106,82,127,242,209,272,122
sample_1220,123,239,105,372,424,107,210,172,100,84,121,233,209,268,124
sample_1221,119,233,105,361,422,110,210,176,100,82,119,245,201,270,124
sample_1222,129,236,105,362,428,98,210,159,100,82,125,242,213,264,122
sample_1223,121,236,113,372,428,104,215,168,103,80,125,239,209,261,124
sample_1224,129,245,105,364,426,107,210,164,109,80,127,242,213,272,122
sample_1225,125,242,105,364,428,104,210,172,109,82,127,233,213,272,122
sample_1226,119,236,105,372,422,98,215,159,109,82,123,239,213,268,124
sample_1227,119,233,109,361,422,110,210,176,100,82,119,245,201,270,122
sample_1228,127,239,101,372,426,107,215,164,109,82,129,239,205,264,122
sample_1229,125,236,105,370,422,101,215,168,100,80,129,242,213,261,124
sample_1230,121,239,105,372,422,101,215,172,106,86,119,239,209,268,124
sample_1231,127,245,105,372,428,104,210,168,109,80,129,236,213,272,124
sample_1232,125,239,105,370,422,107,210,172,97,78,123,239,205,261,122
sample_1233,121,233,113,372,424,98,210,172,103,86,121,233,213,268,124
sample_1234,125,245,105,364,428,107,210,164,109,82,129,245,213,272,122
sample_1235,121,242,109,372,424,104,210,176,106,82,123,233,209,268,124
sample_1236,125,242,101,364,428,107,210,168,103,82,129,242,213,272,122
sample_1237,129,239,105,370,422,104,215,164,106,78,127,239,209,262,124
sample_1238,125,236,105,364,426,110,210,164,106,82,129,242,213,266,122
sample_1239,125,239,113,372,426,101,215,168,100,80,129,239,209,262,124
sample_1240,119,236,113,372,424,104,215,159,112,86,123,233,213,266,124
sample_1241,129,242,101,364,428,104,210,164,109,80,125,236,213,266,122
sample_1242,121,239,105,372,428,101,215,168,100,82,125,239,213,261,124
sample_1243,121,236,105,361,422,110,210,176,100,84,119,245,201,270,124
sample_1244,125,245,105,364,426,104,210,164,109,80,129,242,213,264,122
sample_1245,125,239,109,368,426,104,210,164,109,82,127,245,209,272,124
sample_1246,129,239,105,372,426,98,215,172,100,82,127,239,205,261,124
sample_1247,123,239,109,370,424,101,215,168,103,78,125,245,205,261,124
sample_1248,127,245,105,364,426,104,210,164,109,82,125,242,213,272,124
sample_1249,123,239,109,372,424,107,210,172,106,82,121,239,209,270,122
sample_1250,125,239,105,372,424,98,215,172,100,78,127,239,209,261,124
sample_1251,129,239,109,370,428,101,215,172,100,78,125,239,209,262,124
sample_1252,123,233,109,370,424,104,210,172,97,82,121,239,209,268,124
sample_1253,121,233,105,370,424,107,215,172,106,86,125,236,209,268,124
sample_1254,125,239,105,372,422,104,215,168,97,80,123,239,205,261,124
sample_1255,127,233,105,362,424,98,215,172,109,82,127,242,213,272,122
sample_1256,127,245,101,362,428,104,210,172,109,82,129,242,209,272,122
sample_1257,127,239,113,372,428,101,215,176,97,80,125,242,205,262,124
sample_1258,119,236,109,372,424,107,210,172,97,82,121,239,209,268,122
sample_1259,121,236,105,361,422,110,210,172,97,84,119,245,201,270,124
sample_1260,123,233,101,370,424,107,210,172,112,82,125,236,209,268,124
sample_1261,123,239,113,372,424,104,215,164,100,78,127,239,213,261,122
sample_1262,123,239,109,370,424,104,215,164,100,78,125,245,213,261,124
sample_1263,127,245,101,372,428,101,210,164,103,84,127,236,213,262,122
sample_1264,125,236,113,372,422,101,210,172,106,84,125,239,209,268,124
sample_1265,125,245,105,366,424,107,210,172,109,82,129,236,213,272,122
sample_1266,125,239,109,370,422,101,210,176,97,78,127,239,213,262,124
sample_1267,119,236,105,366,424,107,210,172,106,82,121,239,209,268,124
sample_1268,127,245,109,364,426,101,210,164,106,80,127,239,213,272,122
sample_1269,119,233,105,362,422,110,210,176,103,84,119,242,201,270,124
sample_1270,129,242,109,370,424,104,215,164,109,82,127,233,209,270,122
sample_1271,121,233,101,372,422,104,210,172,106,86,121,236,209,268,124
sample_1272,119,236,105,366,424,110,215,168,112,84,127,239,209,268,122
sample_1273,121,239,113,370,422,104,215,172,97,82,127,239,213,264,124
sample_1274,119,236,105,372,424,98,210,164,100,86,121,239,213,268,124
sample_1275,123,236,109,372,424,104,210,172,106,80,129,239,209,268,124
sample_1276,123,236,109,372,424,107,210,172,106,82,123,236,209,268,124
sample_1277,121,236,105,372,424,104,215,176,106,86,123,236,209,270,122
sample_1278,125,242,105,372,422,101,215,168,100,78,127,239,205,262,124
sample_1279,123,245,113,372,422,101,215,168,103,80,127,239,213,261,124
sample_1280,119,233,105,361,422,107,210,172,97,84,119,245,201,270,124
sample_1281,127,245,109,372,422,104,215,164,97,82,125,239,209,261,124
sample_1282,125,239,105,372,424,104,210,172,103,82,121,239,209,268,122
sample_1283,121,233,105,361,422,110,210,176,97,82,119,242,205,270,124
sample_1284,125,239,105,368,428,101,215,172,103,82,129,242,205,264,124
sample_1285,129,245,109,372,428,104,210,164,106,82,125,233,213,272,122
sample_1286,121,233,109,368,424,110,210,159,97,86,123,236,209,268,124
sample_1287,127,239,105,372,426,101,215,172,97,78,125,236,209,264,124
sample_1288,125,239,105,370,422,104,215,176,103,78,127,239,205,262,124
sample_1289,129,233,113,372,428,101,215,168,100,78,125,239,205,261,124
sample_1290,125,245,101,364,428,107,210,164,106,82,129,242,209,264,122
sample_1291,129,245,101,364,428,107,210,168,109,84,127,233,213,262,122
sample_1292,129,239,113,370,426,104,215,168,106,78,129,239,209,261,124
sample_1293,125,236,105,372,424,107,210,172,109,86,123,236,209,268,124
sample_1294,127,239,105,372,428,104,210,164,103,82,129,245,213,272,122
sample_1295,125,245,105,372,426,101,210,164,97,78,127,239,205,264,124
sample_1296,119,236,109,361,422,110,210,176,103,82,119,245,201,270,124
sample_1297,119,233,113,370,422,107,210,172,97,86,123,239,209,268,122
sample_1298,123,233,113,370,428,104,215,164,100,78,129,239,209,264,124
sample_1299,121,236,105,372,424,107,210,164,106,86,123,236,209,268,124
sample_1300,119,239,105,370,424,104,210,172,112,86,125,239,213,270,124
sample_1301,125,239,105,372,428,98,215,159,103,80,129,236,209,262,124
sample_1302,125,239,113,370,422,107,215,168,100,82,127,239,209,262,124
sample_1303,129,242,101,372,424,107,215,164,106,82,127,245,213,272,122
sample_1304,119,242,105,372,424,98,210,159,106,82,121,239,209,268,124
sample_1305,125,236,105,372,424,104,215,159,106,86,119,236,209,268,122
sample_1306,121,239,113,368,424,107,215,176,106,80,127,239,205,261,122
sample_1307,119,236,101,370,424,107,210,172,106,86,123,239,213,270,124
sample_1308,125,245,105,364,428,98,210,168,112,82,129,242,213,266,124
sample_1309,125,233,105,362,428,110,210,164,109,82,127,236,205,272,122
sample_1310,123,236,109,370,426,107,215,164,100,82,127,239,205,262,122
sample_1311,127,242,105,364,428,107,210,168,106,84,127,242,209,262,122
sample_1312,121,239,105,370,426,101,215,168,97,78,129,239,205,262,122
sample_1313,129,245,105,366,428,107,210,164,106,82,129,233,213,266,124
sample_1314,127,245,105,364,428,107,215,168,106,82,129,245,213,262,124
sample_1315,127,236,113,372,424,101,210,159,97,84,119,239,209,268,122
sample_1316,125,242,101,368,426,98,210,164,109,84,129,245,213,266,122
sample_1317,127,245,105,368,426,107,215,164,109,80,127,245,209,262,122
sample_1318,119,236,105,372,424,101,215,172,112,86,119,233,209,268,124
sample_1319,119,239,113,366,422,107,210,168,109,82,119,239,209,268,124
sample_1320,119,239,109,372,424,101,215,172,106,82,127,233,209,268,124
sample_1321,125,245,105,362,428,107,210,164,109,82,127,242,213,272,122
sample_1322,125,239,101,372,424,104,210,168,106,86,121,236,209,268,122
sample_1323,125,245,101,372,424,104,210,159,109,84,129,242,213,266,122
sample_1324,129,239,109,370,424,101,215,172,100,80,127,245,205,262,124
sample_1325,119,236,109,372,424,101,210,172,97,80,125,239,209,268,124
sample_1326,129,239,105,372,424,110,215,172,109,86,127,239,209,268,122
sample_1327,119,233,105,361,422,107,210,176,103,84,119,245,205,270,124
sample_1328,125,239,105,372,422,104,215,168,106,78,129,239,205,261,124
sample_1329,119,236,105,372,424,104,210,172,106,82,129,239,209,268,122
sample_1330,127,239,109,370,424,101,215,172,103,78,127,239,205,262,122
sample_1331,127,245,105,364,426,104,210,172,109,82,129,245,213,268,124
sample_1332,127,245,101,370,428,104,210,164,109,84,127,233,213,272,122
sample_1333,125,239,105,372,424,104,215,172,100,82,127,236,209,262,124
sample_1334,125,236,105,372,424,110,210,172,97,86,127,239,209,268,122
sample_1335,121,239,109,372,424,104,210,172,100,84,125,239,209,268,124
sample_1336,125,239,109,370,426,101,215,164,106,78,129,245,205,261,124
sample_1337,121,236,109,372,424,104,210,172,106,86,119,233,213,268,124
sample_1338,125,233,105,364,428,104,215,159,109,80,127,242,213,272,122
sample_1339,121,233,105,361,422,110,210,172,100,84,119,245,201,272,124
sample_1340,129,236,109,370,428,104,215,168,100,80,127,239,209,264,124
sample_1341,121,233,105,361,422,110,210,176,100,82,119,245,201,270,122
sample_1342,125,239,113,368,424,107,215,172,106,78,123,236,213,264,124
sample_1343,123,239,105,372,424,104,215,172,100,78,125,239,205,262,124
sample_1344,119,242,105,372,424,110,210,172,106,84,123,239,209,268,124
sample_1345,125,242,101,364,428,104,215,159,103,82,127,239,205,272,124
sample_1346,119,239,113,372,424,101,210,168,109,82,119,242,213,268,124
sample_1347,127,242,105,362,428,101,210,164,109,82,127,242,209,272,122
sample_1348,125,239,105,372,426,104,215,172,103,78,125,239,205,262,124
sample_1349,125,236,109,372,424,101,215,164,100,78,125,239,213,262,124
sample_1350,127,239,105,370,424,101,215,172,100,78,127,239,205,264,124
sample_1351,125,242,105,364,428,101,215,164,106,82,127,245,209,264,122
sample_1352,127,239,105,370,424,98,215,172,103,78,127,239,209,261,124
sample_1353,127,242,105,364,428,110,210,164,100,82,127,239,205,272,122
sample_1354,121,233,105,362,422,110,210,176,97,84,119,245,201,270,124
sample_1355,119,236,109,372,424,107,215,172,106,82,123,233,209,266,124
sample_1356,129,239,113,366,424,107,215,176,109,86,127,233,209,268,124
sample_1357,123,239,113,370,426,101,215,168,100,80,127,233,213,261,124
sample_1358,127,233,105,372,428,98,210,164,106,84,127,242,213,266,122
sample_1359,125,233,109,372,424,107,210,164,109,82,129,242,205,272,122
sample_1360,119,233,105,372,424,104,215,172,106,82,123,233,209,270,124
sample_1361,129,242,101,362,424,104,210,164,103,84,127,245,213,272,124
sample_1362,129,242,105,372,428,104,210,164,109,84,127,239,205,270,124
sample_1363,123,236,105,370,424,107,210,176,106,82,119,239,209,268,122
sample_1364,127,236,101,372,426,98,210,164,100,82,129,245,205,272,124
sample_1365,123,242,105,372,424,104,215,168,97,80,125,236,205,261,124
sample_1366,121,233,109,372,424,107,215,164,106,86,125,236,213,268,122
sample_1367,119,233,105,372,424,107,210,168,109,86,121,236,209,268,124
sample_1368,127,245,101,364,424,107,210,164,100,80,129,242,209,272,122
sample_1369,125,242,105,364,428,101,210,159,106,80,127,242,213,272,122
sample_1370,125,233,105,372,422,101,215,164,100,82,125,239,213,261,124
sample_1371,127,245,101,364,428,104,215,168,109,82,127,242,213,270,122
sample_1372,125,239,113,372,428,98,215,164,100,78,127,239,205,264,122
sample_1373,119,239,113,366,422,110,210,164,112,86,125,242,209,268,124
sample_1374,127,245,105,370,424,104,210,159,106,82,129,236,205,272,122
sample_1375,129,233,113,372,426,101,215,168,100,80,125,239,205,262,124
sample_1376,125,239,105,372,424,104,215,172,106,86,119,236,209,268,122
sample_1377,123,239,105,368,424,107,210,172,106,86,127,236,209,268,122
sample_1378,121,233,105,361,422,110,210,176,97,84,121,245,205,270,124
sample_1379,129,236,109,372,424,101,210,164,106,82,125,236,209,270,124
sample_1380,125,239,109,370,424,101,215,168,100,82,125,236,209,262,124
sample_1381,129,233,113,370,424,104,215,172,103,78,127,245,209,261,122
sample_1382,123,239,109,372,426,104,215,164,103,82,125,239,205,261,122
sample_1383,129,239,105,372,422,101,215,168,103,80,129,239,213,261,122
sample_1384,121,236,109,372,428,101,210,168,106,78,125,239,209,262,122
sample_1385,129,239,105,362,428,104,210,164,106,80,129,245,205,272,122
sample_1386,123,236,105,372,422,104,210,176,106,86,123,236,213,268,124
sample_1387,123,242,109,372,424,107,215,172,106,86,125,239,209,268,124
sample_1388,127,233,105,370,424,110,210,172,97,84,123,236,209,270,122
sample_1389,119,239,101,372,424,104,215,164,109,86,123,239,213,268,124
sample_1390,127,239,113,368,426,101,215,168,100,80,129,233,209,261,124
sample_1391,127,239,113,370,428,101,210,172,100,78,125,239,205,261,122
sample_1392,123,239,105,372,424,107,210,172,106,86,123,233,213,268,122
sample_1393,125,245,109,364,426,110,210,172,97,82,127,236,213,272,122
sample_1394,125,245,101,364,428,101,215,164,100,80,125,245,209,264,122
sample_1395,127,239,109,364,428,104,210,164,109,80,127,239,213,272,122
sample_1396,123,236,113,372,422,107,210,164,103,86,125,236,209,268,124
sample_1397,129,233,105,370,428,107,215,168,109,82,129,242,213,272,122
