id,breed_1,breed_2,breed_3,breed_4
sample_3221,0.25,0.25,0.25,0.25
sample_3222,0.25,0.25,0.25,0.25
sample_3223,0.25,0.25,0.25,0.25
sample_3224,0.25,0.25,0.25,0.25
sample_3225,0.25,0.25,0.25,0.25
sample_3226,0.25,0.25,0.25,0.25
sample_3227,0.25,0.25,0.25,0.25
sample_3228,0.25,0.25,0.25,0.25
sample_3229,0.25,0.25,0.25,0.25
sample_3230,0.25,0.25,0.25,0.25
sample_3231,0.25,0.25,0.25,0.25
sample_3232,0.25,0.25,0.25,0.25
sample_3233,0.25,0.25,0.25,0.25
sample_3234,0.25,0.25,0.25,0.25
sample_3235,0.25,0.25,0.25,0.25
sample_3236,0.25,0.25,0.25,0.25
sample_3237,0.25,0.25,0.25,0.25
sample_3238,0.25,0.25,0.25,0.25
sample_3239,0.25,0.25,0.25,0.25
sample_3240,0.25,0.25,0.25,0.25
sample_3241,0.25,0.25,0.25,0.25
sample_3242,0.25,0.25,0.25,0.25
sample_3243,0.25,0.25,0.25,0.25
sample_3244,0.25,0.25,0.25,0.25
sample_3245,0.25,0.25,0.25,0.25
sample_3246,0.25,0.25,0.25,0.25
sample_3247,0.25,0.25,0.25,0.25
sample_3248,0.25,0.25,0.25,0.25
sample_3249,0.25,0.25,0.25,0.25
sample_3250,0.25,0.25,0.25,0.25
sample_3251,0.25,0.25,0.25,0.25
sample_3252,0.25,0.25,0.25,0.25
sample_3253,0.25,0.25,0.25,0.25
sample_3254,0.25,0.25,0.25,0.25
sample_3255,0.25,0.25,0.25,0.25
sample_3256,0.25,0.25,0.25,0.25
sample_3257,0.25,0.25,0.25,0.25
sample_3258,0.25,0.25,0.25,0.25
sample_3259,0.25,0.25,0.25,0.25
sample_3260,0.25,0.25,0.25,0.25
sample_3261,0.25,0.25,0.25,0.25
sample_3262,0.25,0.25,0.25,0.25
sample_3263,0.25,0.25,0.25,0.25
sample_3264,0.25,0.25,0.25,0.25
sample_3265,0.25,0.25,0.25,0.25
sample_3266,0.25,0.25,0.25,0.25
sample_3267,0.25,0.25,0.25,0.25
sample_3268,0.25,0.25,0.25,0.25
sample_3269,0.25,0.25,0.25,0.25
