Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
1872,57,4043,1Fam,5,5,1,1,6,2006,1064,3,GasA,Y,840,0,2006,139085.692102814
1873,65,9084,1Fam,5,5,1,0,7,1953,1394,4,GasA,Y,1601,0,2008,148494.068371517
1874,78,6820,1Fam,7,5,1,1,7,1948,1010,2,GasA,Y,2138,0,2007,196877.455675057
1875,68,7875,1Fam,8,5,1,1,6,2000,750,4,GasA,N,1494,0,2009,205149.274657413
1876,85,14948,1Fam,6,5,2,0,5,1975,1088,2,GasA,Y,1192,0,2008,156016.966600676
1877,24,10012,2fmCon,6,5,2,0,5,1982,1032,3,GasA,Y,864,0,2010,134466.768549393
1878,67,10800,1Fam,4,7,1,0,6,1992,1522,4,GasA,Y,1539,0,2009,208752.867282629
1879,80,3230,2fmCon,5,5,1,1,4,2004,1086,1,GasA,Y,869,0,2007,134430.289558538
1880,68,7420,1Fam,4,5,1,0,7,2004,1314,3,GasA,Y,2392,0,2008,211617.537067384
1881,74,11841,1Fam,7,5,2,0,7,1926,1273,3,GasA,Y,2031,0,2008,242737.650904878
1882,79,9480,1Fam,5,7,1,1,6,1908,846,3,GasA,N,334,0,2007,105378.21352615
1883,96,9830,1Fam,5,5,2,0,10,1975,788,3,GasA,Y,848,0,2010,143641.380824106
1884,50,10400,1Fam,5,3,1,0,5,2000,1947,3,GasW,Y,1140,0,2006,151368.3836409
1885,,7438,1Fam,6,5,2,0,6,1950,716,3,GasA,Y,1797,0,2009,147953.942985458
1886,60,11606,TwnhsE,5,5,2,1,6,1995,1314,6,GasA,N,1456,0,2009,160365.425371703
1887,,9873,1Fam,8,6,2,1,6,1959,750,3,GasA,Y,1652,0,2010,212856.89602275
1888,130,3182,1Fam,7,5,1,0,5,1923,1104,4,GasA,Y,816,0,2007,127156.184714512
1889,,4224,1Fam,1,5,1,0,6,1990,1057,3,GasA,Y,928,0,2006,145626.297351434
1890,65,7227,1Fam,5,5,1,0,5,2009,0,3,GasA,Y,1125,0,2007,139876.573569847
1891,96,12137,Duplex,6,7,1,0,8,1961,1720,3,GasA,Y,1291,0,2006,156563.836199176
1892,85,12342,1Fam,6,5,1,1,4,2008,1370,2,GasA,Y,1225,0,2006,209896.07923879
1893,73,2665,1Fam,7,4,1,0,5,1882,1013,3,GasA,Y,1414,0,2008,101837.891526286
1894,80,10200,1Fam,6,5,1,0,4,1925,768,3,GasA,Y,1441,0,2008,125085.797356299
1895,79,8795,TwnhsE,7,5,1,1,10,1974,861,3,GasA,Y,1402,0,2006,100239.537211729
1896,70,10335,TwnhsE,8,5,1,0,6,1926,2392,3,GasA,Y,1888,0,2010,262557.236551014
1897,,8529,1Fam,7,6,2,0,5,1970,520,2,GasA,Y,2402,0,2007,197143.116446002
1898,70,4712,1Fam,5,5,1,0,8,1915,1468,3,GasA,N,1223,0,2007,130213.639455666
1899,21,8740,1Fam,6,5,2,0,5,2002,793,2,GasA,Y,1362,0,2007,143827.696147587
1900,70,12474,1Fam,4,5,2,0,9,1998,864,2,GasA,Y,1665,0,2009,184160.6152856
1901,40,18386,1Fam,7,8,2,0,5,1993,816,3,GasA,Y,1728,0,2008,168034.79884307
1902,,10200,1Fam,7,6,1,0,9,1983,1575,3,GasA,Y,1494,0,2009,210190.785214621
1903,60,4274,1Fam,4,5,1,1,5,1958,1249,3,GasA,Y,1063,0,2006,97884.0366482472
1904,80,10920,1Fam,6,5,1,0,6,2001,1086,3,GasA,Y,912,0,2006,121298.936911691
1905,52,7200,1Fam,7,6,1,1,6,1939,1347,4,GasA,Y,1199,0,2006,161516.396178606
1906,85,12150,1Fam,8,7,2,1,7,1999,1194,2,GasA,Y,2243,0,2006,294358.534420504
1907,65,11764,1Fam,4,3,2,0,7,1959,1078,3,GasA,Y,1764,0,2009,138496.007173071
1908,174,9590,1Fam,6,5,2,0,7,1996,912,2,GasA,Y,2612,0,2007,208103.449062096
1909,52,10918,1Fam,6,7,2,1,8,1993,915,3,GasA,Y,864,0,2009,163335.650042582
1910,92,9158,TwnhsE,5,5,1,1,6,2006,1734,3,GasA,Y,816,0,2007,166693.715166948
1911,48,6240,1Fam,7,5,2,0,6,2005,270,3,GasA,Y,910,0,2007,126048.803060302
1912,52,11029,1Fam,7,5,1,1,5,2004,0,2,GasA,Y,1204,0,2007,180173.441004189
1913,36,7399,1Fam,8,6,2,0,6,1967,848,3,GasA,Y,1647,0,2006,177540.864727054
1914,85,16226,1Fam,7,5,1,1,7,1997,1484,4,GasA,Y,1432,0,2009,167719.211686801
1915,144,7200,2fmCon,8,8,1,0,5,1958,585,3,GasA,Y,2080,0,2006,215802.713117584
1916,60,10593,Twnhs,7,5,1,0,4,1976,756,4,GasA,Y,1214,0,2007,147655.633995996
1917,82,2117,1Fam,5,8,1,0,6,2003,1372,2,GasA,Y,1196,0,2009,174620.994912681
1918,48,9000,1Fam,6,7,2,1,6,1994,1848,3,GasA,Y,912,0,2008,226326.133254207
1919,134,8400,1Fam,7,5,2,0,9,2004,630,2,GasW,Y,1456,0,2008,180913.668592999
1920,36,6240,1Fam,6,5,1,0,6,1996,1392,2,GasA,Y,1621,0,2010,171280.030375751
1921,33,7200,TwnhsE,5,6,3,0,5,1928,845,3,GasA,Y,1484,0,2009,145897.062698503
1922,107,7943,1Fam,9,6,2,0,6,1971,1604,2,GasA,Y,480,0,2008,232385.789695112
1923,40,8450,1Fam,5,6,2,0,9,1994,720,2,GasA,Y,2028,0,2008,150433.209013938
1924,51,10800,1Fam,6,5,2,0,8,1995,710,2,GasA,Y,972,0,2007,105028.39137186
1925,60,3182,1Fam,7,5,2,0,5,2006,2109,3,GasA,Y,1200,0,2009,219326.226309893
1926,60,9150,1Fam,7,7,2,0,5,1950,616,3,GasA,Y,1092,0,2009,120208.328279529
1927,48,5330,1Fam,8,5,1,1,4,1931,3094,3,GasA,Y,2945,0,2009,337280.567218403
1928,,13500,Duplex,7,2,0,1,7,1992,551,3,GasA,Y,1285,0,2009,109222.411182282
1929,102,11600,1Fam,5,6,2,1,4,1954,1488,1,GasA,Y,1644,0,2007,165065.966310204
1930,,8741,1Fam,5,7,1,0,11,1941,1482,2,GasA,Y,1665,0,2010,130134.534965525
1931,100,5820,1Fam,5,7,2,0,6,1926,551,2,GasA,Y,1052,0,2010,147816.654510201
1932,,7136,1Fam,9,5,2,1,8,1971,1268,3,GasA,Y,2060,0,2010,260644.678886449
1933,70,8235,2fmCon,7,8,2,0,7,2005,872,3,GasA,N,838,0,2007,155971.588156032
1934,65,7892,1Fam,7,5,1,0,5,1950,1440,2,GasA,Y,1203,0,2006,186566.468226409
1935,70,11070,1Fam,8,5,1,1,8,2003,1304,2,GasA,Y,1713,0,2008,239123.215472434
1936,70,7800,1Fam,8,6,2,0,5,2006,1194,3,GasA,Y,1044,0,2009,220736.203261734
1937,72,21000,Duplex,5,5,1,0,9,1997,0,3,GasA,Y,1077,0,2006,151072.765632687
1938,79,12984,1Fam,5,6,2,0,6,1999,1364,2,GasA,Y,1208,0,2008,201432.595652268
1939,80,7875,1Fam,7,7,2,0,3,2006,689,3,GasA,Y,784,0,2008,161512.550725578
1940,65,9786,TwnhsE,8,5,1,1,5,1925,768,3,GasA,Y,1713,0,2009,172551.47739793
1941,,13650,1Fam,7,5,1,0,6,1979,940,2,GasA,Y,864,0,2006,161584.066304128
1942,63,8640,TwnhsE,6,7,1,0,8,2003,742,3,GasA,N,2153,0,2008,170459.90872232
1943,63,10800,1Fam,8,4,1,0,7,1990,600,2,GasA,Y,1200,0,2008,206420.095504969
1944,78,3196,1Fam,5,7,2,1,5,1998,1050,1,GasA,Y,1852,0,2008,198158.524882914
1945,43,8089,1Fam,7,5,3,1,5,2007,907,3,GasA,Y,2060,0,2007,201014.277195595
1946,,13560,Twnhs,6,5,1,1,7,1928,1710,4,GasA,Y,1296,0,2006,115894.509867552
1947,,10400,1Fam,5,9,1,0,5,2003,1003,2,GasA,Y,894,0,2006,143673.231289689
1948,,8487,1Fam,6,5,1,1,8,1959,270,4,GasA,Y,1324,0,2008,93954.215839424
1949,,21453,1Fam,7,5,2,0,6,2005,626,2,GasA,Y,1560,0,2009,160907.812813172
1950,44,14948,1Fam,6,5,2,0,6,1922,778,2,GasA,Y,845,0,2008,125756.849653209
1951,81,8400,Duplex,6,5,2,0,10,1960,1800,3,GasA,Y,1426,0,2007,165948.362532218
1952,24,13673,1Fam,7,7,1,0,7,1971,1149,3,GasA,Y,825,0,2006,183555.19293305
1953,49,10800,1Fam,8,6,1,1,6,2004,1175,3,GasA,Y,1512,0,2006,225223.699138004
1954,92,14536,TwnhsE,6,6,1,1,3,2006,1559,3,GasA,Y,1842,0,2006,231306.264559603
1955,70,8530,Twnhs,7,5,1,0,8,1963,728,4,GasA,Y,1235,0,2008,168492.713876202
1956,70,8500,1Fam,5,5,1,0,6,2003,925,3,GasA,Y,904,0,2008,112669.244680631
1957,52,9920,2fmCon,8,5,2,0,7,1914,720,3,GasA,Y,1108,0,2007,157063.594609093
1958,79,9672,TwnhsE,7,5,2,0,8,1974,2006,3,GasA,Y,1960,0,2008,214876.48608837
1959,134,8520,1Fam,9,6,1,1,6,2004,672,2,GasA,Y,1199,0,2007,202538.382378812
1960,21,6040,1Fam,7,6,0,1,5,1976,1104,3,GasA,Y,987,0,2009,119597.969907604
1961,122,9490,1Fam,5,6,1,1,5,1973,1040,3,GasA,Y,1428,0,2008,139749.335542906
1962,70,5100,1Fam,7,7,2,1,7,1962,2330,3,GasA,Y,1148,0,2006,220349.628191211
1963,90,11404,1Fam,6,5,2,1,7,1910,825,4,GasA,Y,1640,0,2010,153322.944391695
1964,82,12274,1Fam,6,5,2,1,7,1972,1056,3,GasA,Y,968,0,2008,117833.399351795
1965,64,10410,TwnhsE,5,5,1,1,11,2005,1244,2,GasA,Y,1073,0,2006,139912.897808663
1966,60,8738,1Fam,7,7,2,0,4,1995,768,2,GasA,Y,2046,0,2010,225023.651931444
1967,,9101,1Fam,5,2,1,0,10,2008,1165,3,GasA,Y,764,0,2008,96418.9225881306
1968,60,11600,1Fam,5,5,1,0,6,1988,1318,3,GasA,Y,1073,0,2007,157173.797671562
1969,63,9900,1Fam,5,7,1,0,6,1918,689,4,GasA,Y,1541,0,2008,181687.764009422
1970,118,4800,Twnhs,6,5,2,1,4,1958,907,3,GasA,Y,2287,0,2007,174925.045329809
1971,,22420,1Fam,4,6,1,1,9,2005,728,3,GasA,Y,1215,0,2010,150677.321446958
1972,51,25000,1Fam,9,5,1,0,10,2006,1095,2,GasA,Y,1700,0,2008,281921.423021734
1973,44,9760,2fmCon,5,5,2,0,5,1965,3200,3,GasA,Y,768,0,2006,137878.889016423
1974,55,12589,1Fam,6,6,3,1,9,1999,806,3,GasA,Y,1604,0,2008,190691.309621037
1975,80,10793,1Fam,6,5,1,1,5,1963,1063,3,GasA,Y,803,0,2008,156602.397962883
1976,34,12772,TwnhsE,7,6,1,0,5,1954,483,3,GasA,Y,1666,0,2009,179169.146676132
1977,60,12090,1Fam,5,5,2,1,7,1967,1114,3,GasA,Y,1344,0,2008,126653.727413417
1978,57,11851,1Fam,7,6,2,1,6,1958,625,3,GasA,Y,2002,0,2007,198405.442690743
1979,72,10896,Twnhs,7,6,1,0,4,2000,2223,3,GasA,Y,1120,0,2007,197632.128166048
1980,48,39104,1Fam,8,5,2,1,7,1937,1092,3,GasA,N,987,0,2009,155931.923656985
1981,85,3182,1Fam,5,6,1,0,6,1979,1809,3,GasA,Y,630,0,2006,154305.931824936
1982,65,7599,1Fam,5,5,1,0,6,1950,676,3,GasA,Y,1416,0,2009,153056.321615365
1983,91,4224,1Fam,9,5,2,0,6,2000,1234,3,GasA,N,1638,0,2009,236545.816117931
1984,65,8400,1Fam,5,6,1,0,5,2000,1194,3,GasA,Y,848,0,2007,148383.555820526
1985,60,7153,1Fam,5,6,1,1,5,1950,864,1,GasA,Y,912,0,2006,123009.86719782
1986,60,7332,Duplex,7,4,1,0,7,2006,1367,2,GasA,N,1314,0,2009,232983.679924661
1987,42,9480,1Fam,7,5,1,0,5,1934,1029,2,GasA,Y,1742,0,2010,192950.172413975
1988,100,6970,1Fam,6,5,2,1,9,1950,1478,3,GasA,Y,1200,0,2010,125565.651389726
1989,75,6130,Twnhs,8,7,1,0,7,1900,1623,3,GasA,Y,1416,0,2009,214376.522513839
1990,32,7200,1Fam,5,6,2,1,6,1882,728,2,GasA,Y,1872,0,2010,129214.464492999
1991,,13891,1Fam,6,5,2,1,5,1986,0,3,GasA,Y,1709,0,2006,151697.679075367
1992,60,1596,1Fam,5,8,2,1,5,1962,1080,4,GasA,Y,2198,0,2010,204643.00524774
1993,78,13682,1Fam,5,7,1,0,6,1970,1484,3,GasA,Y,1339,0,2006,195820.729342333
1994,87,8472,1Fam,3,5,1,0,7,1937,1184,3,GasA,Y,1756,0,2008,123676.165477412
1995,50,10141,1Fam,5,9,2,0,4,1958,784,3,GasA,Y,1422,0,2006,127739.046001381
1996,98,4608,1Fam,5,5,1,0,6,1922,738,3,GasA,Y,848,0,2008,79859.2494127361
1997,66,7800,1Fam,5,7,2,0,7,1961,744,1,GasA,Y,1053,0,2007,136677.62150319
1998,104,10624,TwnhsE,5,5,1,1,5,1940,1121,2,GasA,Y,2576,0,2007,190142.95267632
1999,78,11228,1Fam,8,5,2,0,6,1920,1719,4,GasA,Y,1638,0,2006,241603.417463346
2000,80,8640,1Fam,7,7,2,0,5,1999,816,3,GasA,Y,1230,0,2010,160978.674012035
2001,,8012,1Fam,5,7,1,0,6,1970,0,2,GasA,Y,1301,0,2008,138747.937736074
2002,57,11070,1Fam,4,9,2,0,7,2004,1722,4,GasA,Y,2090,0,2007,231007.362650632
2003,,15660,1Fam,5,8,2,0,6,1967,1560,2,GasA,Y,1123,0,2007,217285.500630077
2004,51,10382,1Fam,5,8,2,0,6,1999,840,4,GasA,N,1656,0,2010,141108.031553192
2005,56,11457,1Fam,6,5,1,0,7,2002,793,4,GasA,N,1688,0,2006,164959.142691166
2006,,10530,1Fam,7,6,2,1,8,1997,864,2,GasA,N,987,0,2009,162320.382942623
2007,57,10010,1Fam,6,5,1,1,4,1961,876,2,GasA,Y,1456,0,2007,171916.732374201
2008,60,14762,1Fam,5,6,1,1,8,1920,1064,3,GasA,Y,2020,0,2009,191882.66330881
2009,75,7875,1Fam,6,6,2,0,8,1970,1017,3,GasA,Y,2240,0,2007,170679.775627955
2010,70,16259,1Fam,7,5,1,0,7,1968,960,4,GasA,N,1656,0,2007,168297.549881936
2011,134,10134,1Fam,6,5,3,0,8,1930,864,5,GasA,Y,1666,0,2009,131524.785309966
2012,92,8600,1Fam,6,5,2,1,7,1975,1304,2,GasA,Y,2473,0,2007,251387.107506633
2013,40,4500,1Fam,7,5,1,0,5,1962,1065,4,GasA,Y,2504,0,2008,222971.397212159
2014,60,12354,1Fam,5,6,1,0,7,1960,1136,3,GasA,Y,1498,0,2008,156323.80111447
2015,44,9200,1Fam,6,5,1,1,7,2006,0,3,GasA,Y,996,0,2009,148507.682832203
2016,,11475,Duplex,5,7,1,0,7,1997,1148,3,GasA,N,1002,0,2006,168390.2828105
2017,64,9000,1Fam,7,4,2,0,5,1971,747,3,GasA,N,1850,0,2008,218381.851376739
2018,98,1680,1Fam,8,5,2,1,5,1994,1040,1,GasA,Y,1616,0,2008,180635.513316589
2019,73,14587,1Fam,8,6,1,0,4,2007,0,4,GasA,Y,1481,0,2009,206846.318298712
2020,75,10667,Duplex,5,5,2,0,4,2004,1722,3,GasA,Y,987,0,2007,193843.268273103
2021,50,4500,1Fam,6,7,1,1,6,1978,844,2,GasA,N,1040,0,2009,134987.829022691
2022,85,9187,1Fam,7,6,2,0,6,1971,1080,4,GasA,Y,1692,0,2008,121070.474802464
2023,60,9900,2fmCon,7,5,2,0,7,1967,912,3,GasA,N,848,0,2007,113478.830833427
2024,52,17120,1Fam,6,8,1,0,7,1914,1416,3,GasA,Y,778,0,2007,158500.327915833
2025,65,4224,TwnhsE,5,6,1,0,4,2007,1200,5,GasA,N,1818,0,2009,149991.165051409
2026,70,7227,1Fam,4,7,1,1,5,1961,848,3,GasA,Y,1458,0,2009,144502.450538188
2027,60,11851,1Fam,5,5,1,1,4,1976,1541,3,GasA,Y,1342,0,2006,200198.813652994
2028,84,12155,1Fam,7,5,2,1,7,1952,1195,3,GasA,Y,1775,0,2009,191276.966120724
2029,66,7590,1Fam,6,5,2,0,11,1914,1792,3,GasA,Y,1198,0,2008,143389.451102205
2030,51,10530,TwnhsE,10,5,1,0,7,1954,540,3,GasA,Y,1501,0,2006,221075.752984411
2031,60,14559,1Fam,5,6,1,0,5,1963,684,3,GasA,N,2224,0,2009,110894.001845885
2032,100,14115,1Fam,5,7,2,0,8,1930,1151,3,GasA,Y,2132,0,2009,190925.703189003
2033,,21535,1Fam,6,6,1,1,8,2006,1181,2,GasA,Y,1689,0,2007,176069.682652389
2034,128,5310,1Fam,9,5,2,0,6,2007,600,2,GasA,Y,1131,0,2010,160874.997174682
2035,47,8410,1Fam,4,5,1,0,7,2005,780,3,GasA,Y,864,0,2010,162529.87090309
2036,51,14115,1Fam,6,5,1,1,7,1954,1580,2,GasA,N,848,0,2008,158558.257086831
2037,69,14536,1Fam,6,5,2,0,6,2004,1099,4,GasA,Y,1214,0,2006,179596.389464205
2038,79,12030,1Fam,6,5,1,1,4,1946,440,4,GasA,Y,1500,0,2010,167052.011955152
2039,,8750,1Fam,6,5,2,1,5,1976,802,3,GasA,N,1505,0,2009,148100.532585579
2040,85,11625,1Fam,4,5,2,0,5,1982,900,3,GasA,Y,1445,0,2010,150533.96197191
2041,,11216,1Fam,6,5,2,0,6,1978,1604,4,GasA,Y,864,0,2006,195381.957168409
2042,63,5784,1Fam,8,7,2,0,6,1966,756,3,GasA,Y,999,0,2010,166827.570704239
2043,,7015,2fmCon,5,6,2,0,5,1973,1496,3,GasA,N,1908,0,2007,125873.351858511
2044,47,1680,TwnhsE,7,8,2,0,7,2000,1104,3,GasA,Y,951,0,2006,167263.165743431
2045,60,15593,1Fam,7,6,1,1,5,1965,855,2,GasA,Y,1040,0,2007,153002.564068402
2046,59,10708,1Fam,6,5,2,0,5,1916,1500,3,GasA,Y,1638,0,2009,199000.467793532
2047,65,8978,1Fam,9,5,2,1,7,1999,483,2,GasA,Y,1456,0,2009,212441.698712053
2048,120,16647,1Fam,7,5,2,0,5,2003,952,2,GasA,Y,1314,0,2007,151699.700893688
2049,53,16492,Twnhs,6,5,2,0,5,2003,768,4,GasA,Y,1092,0,2008,142542.140777868
2050,50,9000,1Fam,6,4,1,0,7,1965,384,2,GasA,Y,1144,0,2006,76932.5300625869
2051,,8738,1Fam,5,7,2,1,4,1940,636,4,GasA,Y,1908,0,2008,204207.760649573
2052,,9672,1Fam,7,6,1,0,9,2008,1241,3,GasA,Y,1668,0,2006,207840.357725895
2053,60,8471,Duplex,7,8,1,0,7,1997,1581,4,GasA,Y,2200,0,2009,229343.058500426
2054,32,2117,Duplex,5,5,2,0,8,1963,1060,3,GasA,Y,1470,0,2006,128463.108178854
2055,83,8814,1Fam,6,7,1,0,7,2004,1050,3,GasA,Y,2643,0,2009,225613.11966955
2056,50,9400,1Fam,5,5,1,0,6,1962,650,3,GasA,Y,965,0,2007,93485.9702661798
2057,32,5119,1Fam,5,7,2,1,5,1976,1626,4,GasA,Y,2596,0,2010,187248.178121845
2058,67,8880,1Fam,4,5,1,0,4,1960,0,5,GasA,Y,1935,0,2009,131028.780635827
2059,,7150,Duplex,7,4,1,1,6,1926,912,3,Wall,Y,1004,0,2010,95302.5496040952
2060,84,5684,1Fam,6,5,1,0,7,1936,1656,4,GasW,Y,1086,0,2006,152143.961896199
2061,50,7590,TwnhsE,1,7,1,1,7,2001,540,3,GasA,Y,904,0,2007,96709.2383666699
2062,,12274,1Fam,5,5,1,0,5,1980,1098,3,GasA,Y,1712,0,2009,156290.76830957
2063,65,8172,Twnhs,6,5,2,1,8,1978,950,3,GasA,Y,1550,0,2007,173315.705588689
2064,,12155,1Fam,6,7,1,1,5,1955,1260,4,GasA,Y,1370,0,2009,174749.316602868
2065,90,7800,Twnhs,3,7,2,0,6,1954,1050,3,GasW,N,1150,0,2008,129920.010273225
2066,118,1680,1Fam,7,6,1,0,7,1927,1494,4,GasA,N,2078,0,2009,221798.441436715
2067,59,11694,1Fam,7,6,2,1,6,1956,927,1,GasA,Y,1155,0,2010,163117.070452003
2068,,8973,1Fam,10,5,1,1,10,2001,721,3,GasA,Y,1200,0,2009,207676.599783287
2069,70,6000,TwnhsE,5,4,1,0,7,1994,1010,3,GasA,Y,924,0,2006,104731.434119741
2070,24,9000,TwnhsE,7,5,1,2,6,1959,440,3,GasA,Y,1198,0,2006,94483.7661458471
2071,53,4435,1Fam,7,5,1,1,4,1936,804,3,GasA,Y,1215,0,2006,132351.173988696
2072,61,6911,1Fam,6,9,1,0,4,2006,1536,2,GasA,Y,1768,0,2009,199558.619667591
2073,75,5310,Twnhs,7,6,2,1,4,1916,1084,3,GasA,Y,1067,0,2010,130421.054680112
2074,,9991,1Fam,6,6,2,1,6,1950,612,4,GasA,Y,1057,0,2010,113422.226187673
2075,,10382,1Fam,5,5,1,1,5,1966,1856,2,GasA,Y,1734,0,2008,177367.334189013
2076,,9600,1Fam,6,6,2,1,6,2004,660,4,GasA,Y,1698,0,2007,199859.034983737
2077,24,14375,1Fam,5,7,1,0,6,1999,864,8,GasA,Y,1367,0,2010,132244.567954629
2078,60,11426,1Fam,7,7,1,0,7,1988,729,3,GasA,Y,951,0,2006,138027.428981176
2079,65,5000,1Fam,5,7,2,0,4,2007,961,3,GasA,Y,2596,0,2008,188166.892793505
2080,70,11302,1Fam,8,5,1,0,6,1976,1626,4,GasA,Y,2126,0,2007,269788.517655258
2081,72,13651,1Fam,5,5,1,1,5,2009,1452,3,GasA,Y,1800,0,2006,229437.307021462
2082,44,7535,1Fam,7,6,2,0,10,1900,384,3,GasA,N,1517,0,2007,177101.371321592
2083,,12798,1Fam,4,5,2,1,8,1957,190,2,GasA,Y,1216,0,2010,134833.728602277
2084,70,9142,1Fam,4,8,1,1,6,1966,1257,3,GasA,Y,1196,0,2009,146432.851835945
2085,80,6240,1Fam,6,7,2,1,7,1923,1272,3,Grav,Y,999,0,2006,141421.473968186
2086,85,16285,1Fam,6,5,2,1,6,1962,715,3,GasA,Y,848,0,2010,114806.840332257
2087,50,13518,1Fam,5,7,1,0,10,1954,1232,2,GasA,N,1661,0,2009,113497.172323689
2088,57,12150,1Fam,6,6,1,0,6,1918,1241,3,GasA,Y,1670,0,2007,164316.388247136
2089,75,8773,1Fam,7,6,1,0,5,1950,1297,3,GasA,Y,1198,0,2007,157602.818626519
2090,,11616,Twnhs,7,5,2,0,8,2004,848,3,GasW,Y,1306,0,2008,193473.782416563
2091,57,13517,Duplex,7,6,1,0,6,2002,864,3,GasA,Y,912,0,2006,162189.47584427
2092,,6960,1Fam,9,5,1,0,7,2007,1720,2,GasA,Y,864,0,2007,249357.354222884
2093,50,9000,1Fam,7,5,2,0,7,1975,900,3,GasA,Y,1109,0,2007,144083.891023424
2094,80,8820,1Fam,6,5,2,1,6,2009,709,3,GasA,Y,1266,0,2006,184314.237613966
2095,68,6853,1Fam,5,5,2,0,6,1951,1004,4,GasA,Y,1869,0,2008,203985.261779922
2096,64,8880,1Fam,6,6,1,0,5,1990,2121,3,GasA,Y,1978,0,2007,234277.230526835
2097,106,8064,1Fam,7,4,2,1,7,1995,673,2,GasA,Y,1073,0,2008,155064.744963188
2098,75,2572,1Fam,6,5,2,0,6,2004,1144,3,GasA,N,1367,0,2008,146480.110044799
2099,60,9100,1Fam,4,7,2,0,6,1993,630,3,GasA,Y,1203,0,2009,163776.348073605
2100,64,9206,Twnhs,6,5,1,1,5,1971,1392,3,GasA,Y,894,0,2009,138181.895917469
2101,85,24090,Twnhs,7,5,2,0,7,1974,1314,3,GasA,Y,1432,0,2006,150743.68111948
2102,40,11999,1Fam,5,5,2,0,6,1925,788,3,GasA,Y,1112,0,2008,138231.085475211
2103,174,6380,1Fam,7,5,2,1,7,2004,794,3,Grav,Y,1352,0,2009,176572.02382566
2104,82,10041,TwnhsE,5,5,1,1,6,2004,1242,3,GasA,Y,1720,0,2009,130792.499033093
2105,21,2117,1Fam,8,7,1,1,10,1923,832,3,GasA,N,864,0,2009,157180.517115476
2106,75,7200,1Fam,6,6,2,1,8,1972,864,3,GasA,Y,1470,0,2007,176322.460465022
2107,65,15602,1Fam,7,5,1,1,6,1968,1234,3,GasA,Y,904,0,2006,155178.162235855
2108,78,7056,1Fam,7,5,2,1,7,2004,0,3,GasA,N,2097,0,2008,191301.8315259
2109,70,7879,Twnhs,8,5,2,1,6,1922,1142,3,GasA,Y,1002,0,2009,152106.345491056
2110,,13891,1Fam,4,5,2,0,8,1937,925,3,GasA,Y,914,0,2006,110167.210675831
2111,105,4058,1Fam,9,6,2,1,8,1961,1428,3,GasA,N,825,0,2006,208357.938749579
2112,116,7931,1Fam,6,5,1,0,5,1964,1629,3,GasA,Y,928,0,2010,155470.726536901
2113,76,11851,1Fam,5,7,2,0,5,1976,660,4,GasA,Y,1092,0,2006,121340.662223302
2114,90,6792,1Fam,6,5,1,0,8,1993,1561,2,GasA,Y,1800,0,2006,240591.392474029
2115,104,7050,1Fam,5,5,2,1,8,2005,1643,3,GasA,Y,990,0,2009,142013.84418521
2116,60,12122,1Fam,7,5,2,1,5,1979,768,3,GasA,Y,1626,0,2006,188695.760464722
2117,55,10659,1Fam,7,6,2,1,7,1970,1728,2,GasA,Y,1651,0,2007,204721.875585247
2118,50,8197,1Fam,6,6,1,0,8,1985,1088,4,GasA,Y,1392,0,2009,171106.779589362
2119,51,4750,1Fam,6,5,2,0,8,1976,1623,3,GasW,Y,1253,0,2006,181499.561186915
2120,92,16259,1Fam,5,5,1,0,9,1998,710,3,GasA,Y,1652,0,2009,151866.201733535
2121,72,4224,1Fam,5,5,1,1,5,1996,641,4,GasA,Y,2144,0,2008,149158.10221011
2122,82,17140,TwnhsE,6,5,2,0,5,2003,2216,3,GasA,N,987,0,2007,185746.833524984
2123,116,9525,Duplex,8,8,1,0,5,1958,600,3,GasA,Y,1140,0,2010,128420.297224851
2124,63,8755,1Fam,6,5,2,0,5,1945,1425,4,GasA,Y,1774,0,2007,169656.779500784
2125,,7200,Twnhs,8,5,2,1,8,2007,672,3,GasA,Y,2035,0,2010,221151.051880063
2126,80,10004,1Fam,6,3,1,0,11,2004,672,2,GasA,Y,1411,0,2008,154827.025788132
2127,60,9187,1Fam,5,7,2,0,5,1984,1158,3,GasA,N,1666,0,2009,146384.948700028
2128,60,164660,1Fam,6,5,2,1,5,2000,1040,3,GasA,Y,882,0,2008,139770.900635078
2129,,6300,1Fam,7,7,1,0,6,1926,689,3,GasA,Y,1557,0,2007,134096.545528161
2130,50,7399,1Fam,7,6,2,1,6,1993,649,3,GasA,Y,1560,0,2008,209580.299785406
2131,75,13360,1Fam,6,5,2,0,7,1968,1092,2,GasA,Y,630,0,2009,155081.306551746
2132,70,9150,1Fam,10,6,1,1,8,1995,1218,4,GasA,Y,630,0,2010,185945.136451765
2133,86,8281,1Fam,5,3,1,0,7,1950,1004,2,GasA,Y,3279,0,2010,132827.295038265
2134,70,11616,1Fam,4,5,1,1,6,2002,1226,3,GasA,Y,1541,0,2009,140920.087490706
2135,,7931,1Fam,8,5,2,1,6,1912,880,3,GasA,Y,2217,0,2006,238681.036614277
2136,71,9590,1Fam,8,7,2,0,10,1920,1039,2,GasA,Y,1842,0,2010,244546.754430888
