LotFrontage,LotArea,BldgType1Fam,BldgType2fmCon,BldgTypeDuplex,BldgTypeTwnhs,BldgTypeTwnhsE,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,HeatingGasA,HeatingGasW,HeatingGrav,HeatingWall,CentralAirN,CentralAirY,GrLivArea,PoolArea,YrSold,SalePrice
95,10400,1,0,0,0,0,5,5,2,0,5,1930,1156,2,1,0,0,0,0,1,960,0,2007,112940.918927622
85,7943,0,0,1,0,0,5,7,2,1,5,1882,1800,4,1,0,0,0,0,1,1436,0,2006,152047.736655622
69.7719596646823,16635,1,0,0,0,0,6,2,1,1,8,2007,992,2,1,0,0,0,1,0,902,0,2006,123381.744923861
59,8100,0,0,0,0,1,6,5,1,0,6,1936,1379,2,1,0,0,0,0,1,1500,0,2007,122658.788266003
70,9206,1,0,0,0,0,6,5,2,0,5,1999,735,3,1,0,0,0,0,1,672,0,2010,116975.444602989
82,7758,0,0,0,0,1,5,4,2,0,7,1999,1372,3,1,0,0,0,0,1,1212,0,2010,161899.327425452
69.7719596646823,10197,0,0,1,0,0,7,5,1,0,6,2003,744,3,1,0,0,0,0,1,1039,0,2008,158689.46312621
80,9120,0,0,0,0,1,7,6,2,1,8,1936,1768,3,1,0,0,0,0,1,1118,0,2006,158650.45364273
43,9020,1,0,0,0,0,5,6,1,1,6,2003,811,2,1,0,0,0,0,1,2978,0,2007,167974.696072739
54,10839,1,0,0,0,0,10,5,2,1,6,2003,847,3,1,0,0,0,1,0,1646,0,2006,256725.68025679
69.7719596646823,7875,0,0,1,0,0,5,5,2,1,6,1948,480,2,1,0,0,0,0,1,1336,0,2006,111132.591344
58,20431,1,0,0,0,0,7,5,1,1,5,1988,1127,3,1,0,0,0,0,1,2127,0,2006,233929.799599822
64,1680,1,0,0,0,0,8,5,2,1,9,1959,1234,3,1,0,0,0,0,1,1470,0,2010,193581.460036879
69.7719596646823,10007,0,0,0,0,1,5,6,2,0,7,1932,840,3,1,0,0,0,0,1,1148,0,2009,115900.287037837
65,11275,1,0,0,0,0,4,4,2,0,9,1900,1710,2,1,0,0,0,0,1,1795,0,2007,173472.634622279
87,12798,1,0,0,0,0,6,5,2,0,6,2006,793,4,1,0,0,0,0,1,1040,0,2008,148901.195847219
82,10410,1,0,0,0,0,6,8,2,0,5,2007,807,3,1,0,0,0,0,1,1573,0,2008,222974.620750169
60,9098,0,1,0,0,0,5,5,1,0,7,1900,1694,2,1,0,0,0,0,1,1347,0,2009,165958.382313472
60,12474,0,0,0,0,1,8,7,2,0,5,1999,853,3,1,0,0,0,0,1,894,0,2008,187152.341624921
69.7719596646823,12984,1,0,0,0,0,6,5,1,0,10,1995,1422,2,1,0,0,0,0,1,1535,0,2009,204439.251609372
67,10007,1,0,0,0,0,7,3,2,0,4,1975,1367,4,1,0,0,0,0,1,1924,0,2007,160608.742535095
63,10012,1,0,0,0,0,4,6,2,0,8,1929,864,3,1,0,0,0,1,0,2630,0,2006,195894.734916244
21,12205,1,0,0,0,0,5,5,2,1,7,1984,848,2,1,0,0,0,0,1,960,0,2010,111364.698056403
68,8750,1,0,0,0,0,6,5,1,1,8,1961,802,3,1,0,0,0,0,1,1113,0,2009,115389.063329556
53,9588,1,0,0,0,0,5,5,2,0,5,1959,264,2,1,0,0,0,0,1,1378,0,2008,125916.112407906
90,21453,1,0,0,0,0,6,5,1,0,4,1973,1478,2,1,0,0,0,0,1,1065,0,2006,131373.922659905
69.7719596646823,10918,1,0,0,0,0,9,6,2,0,7,1953,1196,2,1,0,0,0,0,1,1276,0,2010,169198.06811601
69.7719596646823,21000,1,0,0,0,0,5,8,1,0,7,1920,864,4,1,0,0,0,0,1,1936,0,2009,216872.939372309
77,12800,1,0,0,0,0,5,5,2,1,5,1954,585,3,1,0,0,0,0,1,1244,0,2007,106606.606163393
53,19138,1,0,0,0,0,5,5,2,0,5,1968,1568,3,1,0,0,0,0,1,1686,0,2010,180224.261577129
50,8123,0,0,1,0,0,5,5,0,1,6,1970,858,3,1,0,0,0,0,1,2290,0,2006,139647.003832276
71,6240,1,0,0,0,0,7,8,3,1,6,1949,1358,2,1,0,0,0,0,1,1826,0,2006,209284.009004089
80,11000,1,0,0,0,0,9,5,2,1,5,1920,1188,2,1,0,0,0,0,1,988,0,2010,219421.905577953
60,13869,1,0,0,0,0,5,7,1,0,8,1965,1214,2,1,0,0,0,0,1,1262,0,2009,151623.605606653
85,8450,1,0,0,0,0,6,5,2,0,6,1973,912,2,1,0,0,0,0,1,1718,0,2008,146107.024335309
65,7259,1,0,0,0,0,7,5,2,0,7,1953,728,2,1,0,0,0,0,1,2291,0,2007,228372.251802692
65,7200,1,0,0,0,0,7,6,2,1,5,1948,1084,3,1,0,0,0,0,1,1062,0,2009,139566.981179783
75,11625,0,1,0,0,0,5,6,2,0,4,1955,1050,3,1,0,0,0,0,1,2134,0,2006,210334.591835328
69.7719596646823,14215,1,0,0,0,0,8,6,1,0,6,1966,1050,3,1,0,0,0,0,1,2775,0,2010,292834.260806381
82,2280,1,0,0,0,0,5,5,1,0,6,2004,816,2,1,0,0,0,0,1,2630,0,2009,206840.30592799
84,10335,0,0,0,1,0,6,8,2,0,6,2006,894,3,1,0,0,0,0,1,1560,648,2009,160774.859999859
60,9525,1,0,0,0,0,5,6,1,0,4,2005,520,3,1,0,0,0,0,1,1586,0,2007,131813.901833483
69.7719596646823,1596,1,0,0,0,0,4,5,2,0,6,1975,794,4,1,0,0,0,0,1,2229,0,2008,170860.161341435
90,15138,1,0,0,0,0,4,6,2,0,7,1954,1064,2,1,0,0,0,0,1,1670,0,2006,170155.531274631
82,13350,1,0,0,0,0,6,7,2,0,6,1965,0,3,1,0,0,0,0,1,1696,0,2009,173187.68634883
109,13682,0,0,0,0,1,7,5,2,1,5,1958,884,3,1,0,0,0,0,1,912,0,2006,150696.136265017
88,10400,1,0,0,0,0,6,6,2,0,4,1962,1682,3,1,0,0,0,0,1,1844,0,2007,197031.768797382
64,9550,1,0,0,0,0,9,7,1,0,6,2007,0,3,1,0,0,0,0,1,1372,0,2009,258229.05719383
65,8125,1,0,0,0,0,8,7,1,0,6,2004,1588,5,1,0,0,0,0,1,1056,0,2007,238443.323218232
69.7719596646823,8400,0,0,1,0,0,7,5,1,0,6,1965,1368,2,1,0,0,0,0,1,1481,0,2010,164888.928243922
67,5400,1,0,0,0,0,6,7,2,0,5,1970,848,2,1,0,0,0,0,1,1564,0,2006,167422.094069928
24,8200,1,0,0,0,0,6,5,1,0,6,1997,1391,2,1,0,0,0,0,1,1220,0,2009,147320.287428538
121,10200,1,0,0,0,0,6,5,1,0,4,1954,1190,3,1,0,0,0,0,1,1867,0,2007,169237.05370391
60,3922,1,0,0,0,0,8,5,2,0,7,1959,1059,3,1,0,0,0,0,1,1616,0,2010,192406.970680774
75,8593,1,0,0,0,0,6,5,2,1,7,1997,928,3,1,0,0,0,0,1,1258,0,2006,197046.432185464
74,3196,0,0,0,1,0,7,5,1,0,11,2007,798,4,1,0,0,0,0,1,1775,0,2007,242270.496896315
69.7719596646823,5389,1,0,0,0,0,5,4,1,0,4,2008,804,2,1,0,0,0,0,1,1178,0,2008,142792.421174743
80,8100,1,0,0,0,0,6,7,1,0,5,2005,864,1,1,0,0,0,0,1,1709,0,2009,138190.576348062
75,11782,1,0,0,0,0,6,7,2,0,5,1985,700,3,1,0,0,0,0,1,894,0,2006,148508.343352727
105,4058,1,0,0,0,0,5,5,2,0,6,1998,840,3,1,0,0,0,0,1,1284,0,2010,160479.959614969
90,2117,0,0,0,1,0,6,5,1,0,6,2006,684,4,1,0,0,0,0,1,1477,0,2010,136623.374489454
78,10208,1,0,0,0,0,10,5,1,1,11,1978,1362,3,1,0,0,0,0,1,1709,0,2006,252505.139162779
174,10400,1,0,0,0,0,4,5,1,1,5,1900,996,3,1,0,0,0,0,1,1342,0,2006,122115.768157611
67,7800,1,0,0,0,0,5,5,0,1,6,2006,858,3,1,0,0,0,0,1,987,0,2007,141769.781204123
85,8640,1,0,0,0,0,4,5,2,1,5,1931,1462,3,1,0,0,0,0,1,848,0,2006,145049.475239265
69.7719596646823,7153,1,0,0,0,0,8,5,1,0,5,1918,630,3,1,0,0,0,0,1,1442,0,2010,193169.388185743
69.7719596646823,9600,1,0,0,0,0,6,5,2,0,7,1998,612,3,1,0,0,0,0,1,904,0,2010,141321.027320577
60,7758,1,0,0,0,0,6,5,2,0,6,1962,1478,2,1,0,0,0,0,1,1208,0,2010,142408.108076461
77,6897,1,0,0,0,0,8,5,1,0,6,2006,1568,3,1,0,0,0,0,1,1391,0,2007,238025.848236053
83,1491,1,0,0,0,0,6,7,2,1,7,1928,729,4,1,0,0,0,0,1,1838,0,2008,181811.348739811
92,5520,1,0,0,0,0,5,5,2,0,8,1988,1297,2,1,0,0,0,0,1,1520,0,2006,165007.808238206
78,2117,1,0,0,0,0,5,5,1,1,7,1924,773,3,1,0,0,0,0,1,788,0,2006,122255.411299902
60,4671,1,0,0,0,0,6,6,2,0,5,1921,1650,4,1,0,0,0,1,0,1336,0,2008,148491.707008054
85,12615,1,0,0,0,0,9,5,2,1,12,1981,1860,3,1,0,0,0,0,1,902,0,2008,319543.92918741
80,1300,0,0,0,0,1,5,6,2,0,7,1978,864,2,1,0,0,0,0,1,1414,0,2010,145620.44932408
79,10625,1,0,0,0,0,5,5,2,0,6,1979,270,3,1,0,0,0,0,1,2217,0,2009,181798.75700986
92,4130,1,0,0,0,0,4,9,1,0,5,1923,1026,3,1,0,0,0,0,1,912,0,2007,125778.53197394
21,15578,1,0,0,0,0,7,8,2,0,5,1976,1069,2,1,0,0,0,0,1,2119,0,2009,232495.551021533
76,7700,1,0,0,0,0,9,6,2,1,6,1955,1842,3,1,0,0,0,0,1,1661,0,2007,237071.444932091
75,7200,1,0,0,0,0,9,5,1,0,7,2007,660,3,1,0,0,0,0,1,1826,0,2006,244910.746287316
57,8405,1,0,0,0,0,6,7,2,0,11,1940,658,3,1,0,0,0,0,1,1728,0,2006,172229.740335675
69.7719596646823,6120,1,0,0,0,0,6,5,1,0,6,1977,2035,2,1,0,0,0,0,1,848,0,2007,142315.242019602
21,8814,1,0,0,0,0,6,5,1,1,8,1950,617,3,1,0,0,0,0,1,729,0,2010,86635.233231719
85,2289,1,0,0,0,0,6,6,2,0,7,1927,840,2,1,0,0,0,1,0,796,0,2007,70657.8734221282
84,8500,1,0,0,0,0,6,5,1,0,5,1990,784,3,1,0,0,0,0,1,1392,0,2006,132041.25991774
51,10896,1,0,0,0,0,5,3,1,1,6,2005,912,2,1,0,0,0,0,1,965,0,2009,126778.741906845
60,6600,1,0,0,0,0,5,7,2,1,6,2007,1164,4,1,0,0,0,0,1,1976,0,2008,201144.845956466
70,17043,1,0,0,0,0,5,6,2,0,6,1941,1293,1,1,0,0,0,0,1,2727,0,2008,209484.17696356
50,7264,0,1,0,0,0,5,6,1,0,8,2005,928,3,1,0,0,0,0,1,864,0,2007,199042.757023331
71,11851,1,0,0,0,0,5,8,1,0,8,1955,716,3,1,0,0,0,0,1,1744,0,2008,145431.496787642
64,10083,1,0,0,0,0,8,5,1,0,5,1985,1060,2,1,0,0,0,0,1,987,0,2007,222933.973737864
60,8885,1,0,0,0,0,5,5,1,0,8,1957,1566,3,1,0,0,0,0,1,1268,0,2008,165101.803601948
56,4426,0,0,1,0,0,8,5,2,1,6,1973,941,3,1,0,0,0,0,1,1852,0,2007,210480.647215453
60,8925,1,0,0,0,0,6,9,1,0,7,1950,832,4,1,0,0,0,0,1,2612,0,2006,144606.993286782
60,5000,1,0,0,0,0,5,5,1,0,7,1963,1505,2,1,0,0,0,0,1,1442,0,2007,165869.25230846
98,15523,1,0,0,0,0,7,5,2,0,8,1984,1190,3,1,0,0,0,0,1,1340,0,2006,201024.836661498
75,9920,0,0,1,0,0,5,5,1,0,7,1978,1337,2,1,0,0,0,0,1,1718,0,2006,150739.363471938
66,10656,1,0,0,0,0,7,7,1,0,7,1998,1020,1,1,0,0,0,0,1,2200,0,2007,237149.302195516
90,8712,1,0,0,0,0,5,5,2,1,7,1998,807,2,1,0,0,0,0,1,987,0,2010,141783.974784889
60,10659,1,0,0,0,0,6,5,2,0,3,1936,1156,2,1,0,0,0,0,1,901,0,2007,127985.725207437
45,8405,1,0,0,0,0,5,5,2,0,7,2005,1056,3,1,0,0,0,0,1,1818,0,2009,179023.194835513
64,10652,0,0,1,0,0,6,5,1,0,6,1977,1372,2,1,0,0,0,0,1,780,0,2006,156857.714010194
92,8892,1,0,0,0,0,8,6,2,0,7,1977,1478,3,1,0,0,0,0,1,960,0,2009,205195.505947848
57,13869,1,0,0,0,0,4,6,1,0,8,2004,440,3,1,0,0,0,0,1,1324,0,2008,114558.844473611
69.7719596646823,12803,1,0,0,0,0,5,5,2,0,7,1951,1127,4,1,0,0,0,0,1,1714,0,2007,163188.173608925
118,11000,1,0,0,0,0,5,6,1,1,5,2007,961,2,1,0,0,0,1,0,912,0,2007,132720.760941364
60,17104,1,0,0,0,0,7,5,1,0,7,2004,747,5,1,0,0,0,0,1,990,0,2010,149857.11308539
62,11777,1,0,0,0,0,6,5,1,0,5,1898,637,5,1,0,0,0,1,0,1288,0,2007,107867.564012236
24,13284,0,0,1,0,0,6,5,2,0,7,1973,1163,3,1,0,0,0,0,1,2046,0,2009,171178.03737803
60,9120,1,0,0,0,0,6,7,1,0,6,1963,1204,6,1,0,0,0,0,1,1306,0,2010,164051.558321058
104,3196,0,1,0,0,0,7,5,2,0,3,1928,975,3,1,0,0,0,0,1,1152,0,2007,142433.327860161
65,6173,1,0,0,0,0,5,5,1,0,5,1926,686,3,1,0,0,0,0,1,1314,0,2010,119261.9718483
57,70761,1,0,0,0,0,6,4,1,0,5,1961,1310,4,1,0,0,0,0,1,1229,0,2008,148927.614180977
72,9937,1,0,0,0,0,7,5,1,0,9,2007,1013,3,1,0,0,0,0,1,1614,0,2006,228871.657011685
79,8760,1,0,0,0,0,5,5,1,0,5,1958,1498,2,1,0,0,0,0,1,1131,0,2006,167036.663127112
52,11184,1,0,0,0,0,8,5,2,1,5,2003,793,3,1,0,0,0,0,1,1352,0,2010,179298.649395586
69.7719596646823,5330,1,0,0,0,0,8,5,2,1,5,2007,855,3,1,0,0,0,0,1,1764,0,2006,219000.719082177
80,16647,0,0,0,1,0,8,6,1,0,5,1915,832,2,1,0,0,0,1,0,1560,0,2007,165598.943298391
55,6600,1,0,0,0,0,9,6,1,0,5,1972,953,4,1,0,0,0,0,1,1428,0,2009,216826.865652097
69.7719596646823,10421,1,0,0,0,0,6,5,1,0,4,2007,650,3,1,0,0,0,0,1,2046,0,2006,170875.550113571
60,21535,1,0,0,0,0,10,5,1,0,5,1946,764,2,1,0,0,0,0,1,1536,0,2009,228736.573525564
69.7719596646823,14375,1,0,0,0,0,6,5,2,0,6,2004,1017,2,1,0,0,0,0,1,2046,0,2009,221166.858685158
60,11200,0,0,0,0,1,4,5,2,1,7,2007,1218,3,1,0,0,0,0,1,958,0,2008,137871.504844626
85,10880,0,0,0,0,1,10,5,1,0,8,1965,816,3,1,0,0,0,0,1,2157,0,2006,296617.000694479
90,4282,0,1,0,0,0,6,5,1,0,7,1977,1145,3,1,0,0,0,0,1,1616,0,2007,144344.509458055
86,4438,1,0,0,0,0,7,3,2,0,6,1989,1056,3,1,0,0,0,0,1,1453,0,2006,178643.966457485
69.7719596646823,16659,0,0,1,0,0,6,7,2,0,6,2004,672,4,1,0,0,0,0,1,764,0,2009,87587.9326779295
69.7719596646823,3010,1,0,0,0,0,8,6,2,0,7,1953,1385,3,1,0,0,0,0,1,1072,0,2006,152580.405637803
85,10000,1,0,0,0,0,5,6,1,0,5,1962,0,3,1,0,0,0,0,1,1008,0,2008,114845.063595522
75,4500,1,0,0,0,0,5,7,1,0,7,1997,936,4,1,0,0,0,0,1,1800,0,2009,174992.282134962
47,8791,1,0,0,0,0,4,7,1,0,5,1976,1060,3,1,0,0,0,0,1,1120,0,2007,146508.509587743
92,10896,1,0,0,0,0,6,5,1,0,9,1953,728,3,1,0,0,0,0,1,1474,0,2007,143472.798783255
59,10355,1,0,0,0,0,5,5,2,1,4,2007,996,3,1,0,0,0,0,1,958,0,2008,146655.187447247
85,10400,1,0,0,0,0,7,5,1,0,5,1920,1114,3,1,0,0,0,0,1,1478,0,2007,134972.125789053
112,9400,1,0,0,0,0,7,7,0,0,7,1956,880,2,1,0,0,0,0,1,1535,0,2010,173349.795473804
60,12046,1,0,0,0,0,6,5,2,1,7,2008,813,2,1,0,0,0,0,1,1869,0,2008,219711.422322914
48,11428,1,0,0,0,0,6,5,1,0,7,1958,660,4,1,0,0,0,0,1,864,0,2007,149915.808023512
70,6820,1,0,0,0,0,4,5,2,0,8,1999,2444,2,1,0,0,0,0,1,864,0,2006,155910.430901231
69.7719596646823,16033,1,0,0,0,0,10,5,2,1,5,1956,1040,2,0,0,0,1,0,1,2794,0,2007,323524.921367147
69.7719596646823,3196,1,0,0,0,0,5,5,2,0,5,1967,840,3,1,0,0,0,1,0,958,0,2009,103346.105880574
116,8640,1,0,0,0,0,6,6,1,0,6,1966,1158,3,1,0,0,0,0,1,1392,0,2007,169968.969937331
50,1680,0,0,1,0,0,6,5,1,0,7,1967,1623,3,1,0,0,0,0,1,1268,0,2007,126964.516240616
63,7018,1,0,0,0,0,6,7,2,1,6,2005,768,3,1,0,0,0,0,1,1337,0,2010,165771.38852279
69.7719596646823,11885,1,0,0,0,0,6,6,2,0,7,1988,713,1,1,0,0,0,0,1,1236,0,2009,185159.19773069
85,4224,1,0,0,0,0,4,7,2,0,7,2007,2046,2,1,0,0,0,0,1,882,0,2009,201863.249080728
66,11782,0,0,0,1,0,7,5,1,0,11,1948,1385,3,1,0,0,0,0,1,1656,0,2009,195809.647207616
69.7719596646823,3230,1,0,0,0,0,4,7,2,0,6,1999,1842,3,1,0,0,0,0,1,2945,0,2010,199000.934189593
69.7719596646823,8462,1,0,0,0,0,5,7,2,1,6,2008,1067,3,1,0,0,0,0,1,1720,0,2009,215672.900308937
68,9937,1,0,0,0,0,4,5,3,0,7,1954,1734,3,1,0,0,0,0,1,980,0,2008,154041.477522557
78,10237,1,0,0,0,0,6,6,1,1,5,1956,880,3,1,0,0,0,0,1,1029,0,2009,123281.470720227
35,3880,0,0,1,0,0,6,5,1,1,5,1940,1050,2,1,0,0,0,0,1,848,0,2006,100801.283188144
45,7560,1,0,0,0,0,8,5,2,2,9,1957,1766,3,1,0,0,0,0,1,2358,0,2006,331128.245202522
80,12493,1,0,0,0,0,5,5,1,0,7,1916,738,3,1,0,0,0,0,1,2161,0,2007,148496.132887235
69.7719596646823,8978,0,0,0,1,0,5,5,1,0,7,1998,1053,2,1,0,0,0,0,1,1621,0,2008,145982.360575564
40,9600,1,0,0,0,0,6,7,2,1,6,1940,728,3,1,0,0,0,0,1,1077,0,2010,121051.296504032
40,3072,1,0,0,0,0,7,5,1,0,5,1945,1482,1,1,0,0,0,0,1,2263,0,2006,215690.288184068
82,10020,1,0,0,0,0,5,2,1,0,6,1939,894,4,1,0,0,0,0,1,1867,0,2006,135319.688067027
75,10665,0,0,0,0,1,5,5,1,0,6,2005,1196,3,1,0,0,0,0,1,1664,0,2010,171476.012736486
50,7800,1,0,0,0,0,8,7,2,1,4,1940,884,2,1,0,0,0,0,1,1935,0,2008,221348.456011415
69.7719596646823,14977,1,0,0,0,0,7,5,2,1,5,2003,1056,3,1,0,0,0,0,1,1324,0,2009,215167.858856005
79,16285,1,0,0,0,0,5,6,1,0,8,1997,1021,3,1,0,0,0,0,1,1442,0,2008,176976.392434803
69.7719596646823,13682,1,0,0,0,0,5,6,2,0,6,2006,1734,3,1,0,0,0,0,1,1232,0,2007,200062.29231253
71,5825,1,0,0,0,0,5,6,2,0,7,1988,1099,4,1,0,0,0,0,1,1502,0,2006,114232.659671059
40,9416,1,0,0,0,0,9,5,2,1,8,1937,1580,3,1,0,0,0,0,1,1801,0,2007,230830.42491919
50,9000,1,0,0,0,0,6,5,2,0,6,2005,1253,2,1,0,0,0,0,1,1125,0,2006,151213.330148586
80,8366,1,0,0,0,0,7,7,2,0,7,1969,796,5,1,0,0,0,0,1,1525,0,2009,182788.122853029
85,2887,1,0,0,0,0,5,5,1,0,7,1940,683,2,1,0,0,0,0,1,3279,0,2006,142545.221939012
66,6000,1,0,0,0,0,6,8,1,0,9,1971,270,2,1,0,0,0,0,1,1944,0,2006,139685.201668959
69.7719596646823,9600,1,0,0,0,0,6,5,2,1,4,1910,0,3,1,0,0,0,0,1,789,0,2008,132470.854375396
60,3922,1,0,0,0,0,7,5,2,0,7,1942,1262,3,1,0,0,0,0,1,1355,0,2008,137680.54005893
60,53107,1,0,0,0,0,7,6,2,1,5,2006,1040,3,1,0,0,0,0,1,2715,0,2008,260687.928329391
88,7685,1,0,0,0,0,7,6,2,0,6,1985,744,3,1,0,0,0,0,1,999,0,2008,133015.385999227
74,8450,1,0,0,0,0,9,4,2,0,7,1930,807,1,1,0,0,0,0,1,2121,0,2010,269102.516428189
116,10400,1,0,0,0,0,4,5,1,0,6,1971,1040,2,1,0,0,0,0,1,1176,0,2010,123643.39366873
69.7719596646823,2280,1,0,0,0,0,7,5,2,0,6,1976,938,3,1,0,0,0,0,1,2267,0,2006,185611.480698614
43,10264,1,0,0,0,0,7,8,2,0,7,2005,1109,3,1,0,0,0,0,1,1287,0,2009,196603.155253019
69.7719596646823,15611,1,0,0,0,0,9,5,1,0,8,1977,1462,2,1,0,0,0,0,1,1040,0,2007,239757.38849604
78,9760,1,0,0,0,0,4,5,2,1,6,1915,912,2,1,0,0,0,0,1,2418,0,2010,159563.791897569
85,7500,1,0,0,0,0,5,7,1,0,5,1963,1833,2,1,0,0,0,0,1,2365,0,2007,164935.90244967
61,10530,1,0,0,0,0,7,9,1,1,6,1988,768,4,1,0,0,0,0,1,951,0,2007,177920.900139722
80,9430,1,0,0,0,0,6,6,1,1,7,1948,912,2,1,0,0,0,1,0,1337,0,2009,151519.339113303
85,10382,1,0,0,0,0,6,5,1,1,7,1999,270,3,1,0,0,0,1,0,1517,0,2010,119343.48653277
40,15578,0,1,0,0,0,8,5,2,0,3,1885,588,3,1,0,0,0,0,1,720,0,2007,160871.945101008
69.7719596646823,8967,1,0,0,0,0,5,5,2,0,3,1972,1002,3,1,0,0,0,0,1,2403,0,2008,163231.664074217
78,7313,1,0,0,0,0,8,5,2,1,5,2008,1466,3,1,0,0,0,0,1,1826,0,2009,259072.357075964
97,12205,1,0,0,0,0,6,7,2,0,5,2008,1392,2,1,0,0,0,0,1,1470,0,2007,231021.724214312
60,11700,1,0,0,0,0,7,6,1,0,7,1966,802,3,1,0,0,0,0,1,1548,0,2007,160974.849103947
69.7719596646823,13000,1,0,0,0,0,6,6,2,1,6,1974,858,3,1,0,0,0,0,1,1266,0,2008,174164.141286894
65,7244,1,0,0,0,0,7,4,2,0,6,1976,1559,5,1,0,0,0,0,1,1220,0,2009,185485.153540695
90,10083,0,0,0,0,1,4,7,2,0,6,1950,780,3,1,0,0,0,0,1,1935,0,2009,143954.505744963
60,10356,1,0,0,0,0,6,5,2,0,7,1940,845,2,1,0,0,0,0,1,720,0,2007,114306.438303315
60,8899,1,0,0,0,0,5,7,2,0,6,2009,832,3,1,0,0,0,0,1,1367,0,2006,200766.670810451
24,4058,1,0,0,0,0,8,3,2,1,8,1940,1214,4,1,0,0,0,0,1,1308,0,2009,143146.090485499
149,6629,1,0,0,0,0,7,6,1,1,6,2008,1461,4,1,0,0,0,0,1,987,0,2010,207048.663874609
64,11426,1,0,0,0,0,7,7,1,0,5,1964,1095,2,0,1,0,0,0,1,1728,0,2007,189825.815374135
50,7758,1,0,0,0,0,6,6,1,0,6,1956,0,4,1,0,0,0,0,1,848,0,2008,125258.834596054
84,14145,0,0,1,0,0,8,4,3,0,5,1916,900,2,1,0,0,0,0,1,1040,0,2008,184878.36069686
67,3072,1,0,0,0,0,6,5,2,1,11,2005,1386,3,1,0,0,0,0,1,1446,0,2006,203506.596525008
65,8658,1,0,0,0,0,7,6,1,1,6,1926,1374,3,1,0,0,0,0,1,1126,0,2007,152275.79924045
75,13560,1,0,0,0,0,8,7,2,1,5,1965,1686,3,1,0,0,0,0,1,1487,0,2010,240927.710226202
80,10594,1,0,0,0,0,4,5,2,0,6,1998,1926,3,1,0,0,0,1,0,2134,0,2007,188142.132120275
84,7056,1,0,0,0,0,7,7,2,1,8,1962,806,3,1,0,0,0,1,0,1839,0,2006,189038.688805983
69.7719596646823,12244,1,0,0,0,0,8,5,1,0,8,2002,848,3,1,0,0,0,0,1,1152,0,2008,227662.928328306
60,6911,1,0,0,0,0,5,6,2,0,5,1927,1822,3,1,0,0,0,0,1,1453,0,2010,122677.629443075
50,10659,1,0,0,0,0,6,5,2,1,7,1949,864,3,1,0,0,0,0,1,2094,0,2009,181343.984054004
69.7719596646823,11341,1,0,0,0,0,4,6,2,0,6,1967,1092,3,1,0,0,0,0,1,970,0,2008,139765.858652399
53,11841,1,0,0,0,0,7,5,1,0,6,1995,731,3,1,0,0,0,0,1,2035,0,2008,187778.314141853
65,9000,1,0,0,0,0,6,7,2,0,7,2005,384,3,1,0,0,0,0,1,1742,0,2008,193425.531504038
74,11200,1,0,0,0,0,4,6,2,1,6,1915,1267,3,1,0,0,0,0,1,1228,0,2009,130498.777513671
80,8012,1,0,0,0,0,7,5,2,0,8,1959,709,5,1,0,0,0,0,1,2728,0,2006,211929.301773021
98,12030,0,0,0,1,0,6,6,2,1,6,1985,848,1,1,0,0,0,1,0,2614,0,2008,185792.336814732
65,8246,1,0,0,0,0,5,7,2,0,6,2005,1256,3,1,0,0,0,0,1,1471,0,2010,208754.206490446
96,11639,0,0,1,0,0,7,5,2,0,6,1979,961,6,1,0,0,0,0,1,1100,0,2008,132562.30504459
84,16466,0,0,1,0,0,6,6,2,0,7,1923,1126,2,1,0,0,0,0,1,764,0,2008,140712.072292734
72,11478,1,0,0,0,0,5,5,1,0,6,1900,1088,3,1,0,0,0,0,1,3228,0,2007,191907.643929622
70,8400,1,0,0,0,0,4,5,2,0,7,2007,756,2,1,0,0,0,0,1,1004,0,2006,143527.490612625
69.7719596646823,7420,1,0,0,0,0,4,5,2,1,10,1970,864,3,1,0,0,0,0,1,1494,0,2008,141392.947359499
50,9464,1,0,0,0,0,6,5,2,0,8,2005,747,3,1,0,0,0,0,1,1720,0,2009,194985.683941983
24,1300,1,0,0,0,0,6,6,2,0,6,1972,1437,3,1,0,0,0,0,1,1792,0,2008,175402.088641702
74,6292,1,0,0,0,0,6,5,1,1,6,1928,1498,3,1,0,0,0,1,0,2127,0,2009,174521.863651118
79,10728,1,0,0,0,0,2,5,2,0,5,2007,1215,3,1,0,0,0,0,1,2262,0,2009,177820.565309713
34,7227,0,1,0,0,0,5,6,2,0,5,2007,1291,3,1,0,0,0,0,1,1908,0,2006,228569.103492526
65,6853,1,0,0,0,0,6,5,2,0,4,1950,1604,4,1,0,0,0,0,1,1453,0,2007,157665.784172907
120,25286,1,0,0,0,0,7,5,2,0,5,1946,918,2,1,0,0,0,0,1,800,0,2007,153650.018319369
55,11120,1,0,0,0,0,6,5,1,0,9,2006,1242,3,1,0,0,0,0,1,792,0,2009,143078.707144865
80,13300,0,0,0,0,1,4,5,1,0,7,1993,1143,3,1,0,0,0,0,1,2515,0,2008,217113.035941913
69.7719596646823,8121,0,0,0,0,1,3,8,2,1,7,1961,1391,2,1,0,0,0,0,1,1478,0,2009,169791.069276152
65,12095,1,0,0,0,0,7,6,2,0,6,1958,1728,3,1,0,0,0,0,1,981,0,2007,184590.617208985
